University,Department,Graduation_Year,Monthly_Earning_PKR,Field_Match,Job_Type
University of Okara,BBA,2023,12766,No,Higher Studies
University of Okara,BBA,2023,8000,No,Unemployed
University of Okara,BBA,2023,44152,Yes,Government Job
University of Okara,BBA,2023,14005,Yes,Higher Studies
University of Okara,BBA,2023,57710,Yes,Freelancer
University of Okara,BBA,2023,29693,Yes,Freelancer
University of Okara,BBA,2023,36413,No,Government Job
University of Okara,BBA,2023,53881,No,Business Owner
University of Okara,BBA,2023,39961,No,Business Owner
University of Okara,BBA,2023,88068,No,Business Owner
University of Okara,BBA,2023,46048,No,Government Job
University of Okara,BBA,2023,80091,Yes,Business Owner
University of Okara,BBA,2023,53008,Yes,Government Job
University of Okara,BBA,2023,10140,No,Higher Studies
University of Okara,BBA,2023,47700,Yes,Government Job
University of Okara,BBA,2023,29884,Yes,Government Job
University of Okara,BBA,2024,28174,No,High-standard Job
University of Okara,BBA,2024,49445,No,Freelancer
University of Okara,BBA,2024,27979,Yes,Government Job
University of Okara,BBA,2024,35786,Yes,Business Owner
University of Okara,BBA,2024,25425,No,High-standard Job
University of Okara,BBA,2024,55202,Yes,High-standard Job
University of Okara,BBA,2024,8000,Yes,Higher Studies
University of Okara,BBA,2024,33987,No,Freelancer
University of Okara,BBA,2024,36276,Yes,Low-standard Job
University of Okara,BBA,2024,42705,No,High-standard Job
University of Okara,BBA,2024,73642,Yes,Business Owner
University of Okara,BBA,2024,35048,Yes,Low-standard Job
University of Okara,BBA,2024,22756,No,Low-standard Job
University of Okara,BBA,2024,68608,Yes,High-standard Job
University of Okara,BBA,2024,23019,Yes,Government Job
University of Okara,BBA,2024,39720,Yes,Government Job
University of Okara,BBA,2024,60728,No,Government Job
University of Okara,BBA,2024,63433,No,Freelancer
University of Okara,BBA,2024,31655,No,Government Job
University of Okara,BBA,2024,47880,No,Low-standard Job
University of Okara,BBA,2024,20050,Yes,Business Owner
University of Okara,BBA,2024,57710,No,High-standard Job
University of Okara,BBA,2024,34155,No,Government Job
University of Okara,BBA,2024,26732,No,Government Job
University of Okara,BBA,2024,34331,Yes,Business Owner
University of Okara,BBA,2024,22962,Yes,Government Job
University of Okara,BBA,2024,36059,Yes,Freelancer
University of Okara,BBA,2024,39125,No,Low-standard Job
University of Okara,BBA,2024,43256,No,High-standard Job
University of Okara,BBA,2024,39396,Yes,Freelancer
University of Okara,BS Chemistry,2018,18972,No,Low-standard Job
University of Okara,BS Chemistry,2018,12275,No,Higher Studies
University of Okara,BS Chemistry,2018,8000,No,Higher Studies
University of Okara,BS Chemistry,2018,8000,No,Higher Studies
University of Okara,BS Chemistry,2018,17910,No,Low-standard Job
University of Okara,BS Chemistry,2018,11839,No,Higher Studies
University of Okara,BS Chemistry,2018,8000,No,Higher Studies
University of Okara,BS Chemistry,2018,8000,No,Unemployed
University of Okara,BS Chemistry,2018,28133,No,Low-standard Job
University of Okara,BS Chemistry,2018,20520,No,Low-standard Job
University of Okara,BS Chemistry,2018,13156,No,Low-standard Job
University of Okara,BS Chemistry,2018,10798,No,Higher Studies
University of Okara,BS Chemistry,2018,57395,No,High-standard Job
University of Okara,BS Chemistry,2018,8000,No,Unemployed
University of Okara,BS Chemistry,2018,8000,No,Higher Studies
University of Okara,BS Chemistry,2018,8000,No,Higher Studies
University of Okara,BS Chemistry,2018,18906,No,Low-standard Job
University of Okara,BS Chemistry,2018,27645,No,High-standard Job
University of Okara,BS Chemistry,2018,8000,No,Higher Studies
University of Okara,BS Chemistry,2018,8000,No,Higher Studies
University of Okara,BS Chemistry,2018,8000,No,Higher Studies
University of Okara,BS Chemistry,2019,14323,Yes,Higher Studies
University of Okara,BS Chemistry,2019,8000,No,Higher Studies
University of Okara,BS Chemistry,2019,8000,No,Unemployed
University of Okara,BS Chemistry,2019,8958,No,Higher Studies
University of Okara,BS Chemistry,2019,8000,No,Higher Studies
University of Okara,BS Chemistry,2019,8000,No,Higher Studies
University of Okara,BS Chemistry,2019,8000,No,Higher Studies
University of Okara,BS Chemistry,2019,15543,No,Low-standard Job
University of Okara,BS Chemistry,2019,12375,Yes,Low-standard Job
University of Okara,BS Chemistry,2019,16911,Yes,Higher Studies
University of Okara,BS Chemistry,2019,13283,No,Higher Studies
University of Okara,BS Chemistry,2019,21436,No,Low-standard Job
University of Okara,BS Chemistry,2019,15229,No,Government Job
University of Okara,BS Chemistry,2019,36658,Yes,High-standard Job
University of Okara,BS Chemistry,2019,10799,No,Low-standard Job
University of Okara,BS Chemistry,2019,14900,No,Low-standard Job
University of Okara,BS Chemistry,2019,9188,No,Higher Studies
University of Okara,BS Chemistry,2019,13809,No,Government Job
University of Okara,BS Chemistry,2019,8000,Yes,Higher Studies
University of Okara,BS Chemistry,2019,8000,No,Higher Studies
University of Okara,BS Chemistry,2019,39583,Yes,High-standard Job
University of Okara,BS Chemistry,2019,8000,No,Higher Studies
University of Okara,BS Chemistry,2019,8000,Yes,Higher Studies
University of Okara,BS Chemistry,2020,16536,Yes,Low-standard Job
University of Okara,BS Chemistry,2020,9037,No,Higher Studies
University of Okara,BS Chemistry,2020,8227,No,Higher Studies
University of Okara,BS Chemistry,2020,51596,Yes,Low-standard Job
University of Okara,BS Chemistry,2020,8000,No,Higher Studies
University of Okara,BS Chemistry,2020,8000,No,Higher Studies
University of Okara,BS Chemistry,2020,8000,No,Higher Studies
University of Okara,BS Chemistry,2020,8000,No,Higher Studies
University of Okara,BS Chemistry,2020,9971,No,Government Job
University of Okara,BS Chemistry,2020,8000,No,Higher Studies
University of Okara,BS Chemistry,2020,12373,Yes,Higher Studies
University of Okara,BS Chemistry,2020,47617,Yes,High-standard Job
University of Okara,BS Chemistry,2020,62807,No,High-standard Job
University of Okara,BS Chemistry,2020,13356,No,Higher Studies
University of Okara,BS Chemistry,2020,8000,No,Government Job
University of Okara,BS Chemistry,2020,19677,No,Low-standard Job
University of Okara,BS Chemistry,2020,8000,Yes,Higher Studies
University of Okara,BS Chemistry,2020,8000,No,Higher Studies
University of Okara,BS Chemistry,2020,8000,Yes,Higher Studies
University of Okara,BS Chemistry,2020,9456,No,Higher Studies
University of Okara,BS Chemistry,2020,15780,No,Low-standard Job
University of Okara,BS Chemistry,2020,30197,Yes,Low-standard Job
University of Okara,BS Chemistry,2020,19494,No,Low-standard Job
University of Okara,BS Chemistry,2021,8000,No,Government Job
University of Okara,BS Chemistry,2021,8000,No,Higher Studies
University of Okara,BS Chemistry,2021,29568,No,Government Job
University of Okara,BS Chemistry,2021,8162,No,Higher Studies
University of Okara,BS Chemistry,2021,17279,Yes,Low-standard Job
University of Okara,BS Chemistry,2021,8000,Yes,Higher Studies
University of Okara,BS Chemistry,2021,12562,No,Higher Studies
University of Okara,BS Chemistry,2021,25316,No,Freelancer
University of Okara,BS Chemistry,2021,12620,Yes,Higher Studies
University of Okara,BS Chemistry,2021,42304,No,High-standard Job
University of Okara,BS Chemistry,2021,30222,No,Government Job
University of Okara,BS Chemistry,2021,8000,No,Higher Studies
University of Okara,BS Chemistry,2021,8000,No,Higher Studies
University of Okara,BS Chemistry,2021,8862,No,Higher Studies
University of Okara,BS Chemistry,2021,23403,No,Government Job
University of Okara,BS Chemistry,2021,15011,No,Higher Studies
University of Okara,BS Chemistry,2021,8000,No,Higher Studies
University of Okara,BS Chemistry,2021,8000,No,Unemployed
University of Okara,BS Chemistry,2021,8000,No,Higher Studies
University of Okara,BS Chemistry,2021,8000,Yes,Higher Studies
University of Okara,BS Chemistry,2021,15754,Yes,Low-standard Job
University of Okara,BS Chemistry,2021,18997,No,Business Owner
University of Okara,BS Chemistry,2021,16844,No,Low-standard Job
University of Okara,BS Chemistry,2021,23976,No,Low-standard Job
University of Okara,BS Chemistry,2021,10214,Yes,Low-standard Job
University of Okara,BS Chemistry,2022,41347,No,Government Job
University of Okara,BS Chemistry,2022,8000,No,Higher Studies
University of Okara,BS Chemistry,2022,16195,No,Government Job
University of Okara,BS Chemistry,2022,10582,No,Higher Studies
University of Okara,BS Chemistry,2022,26827,No,Low-standard Job
University of Okara,BS Chemistry,2022,15488,Yes,Low-standard Job
University of Okara,BS Chemistry,2022,8000,No,Higher Studies
University of Okara,BS Chemistry,2022,32998,No,Government Job
University of Okara,BS Chemistry,2022,8000,Yes,Higher Studies
University of Okara,BS Chemistry,2022,14772,No,Higher Studies
University of Okara,BS Chemistry,2022,8000,Yes,Unemployed
University of Okara,BS Chemistry,2022,8000,No,Higher Studies
University of Okara,BS Chemistry,2022,8000,No,Higher Studies
University of Okara,BS Chemistry,2022,13011,No,Higher Studies
University of Okara,BS Chemistry,2022,16533,No,Government Job
University of Okara,BS Chemistry,2022,21382,Yes,Low-standard Job
University of Okara,BS Chemistry,2022,26595,No,Low-standard Job
University of Okara,BS Chemistry,2022,15502,Yes,Higher Studies
University of Okara,BS Chemistry,2022,19949,No,Low-standard Job
University of Okara,BS Chemistry,2022,37435,No,Government Job
University of Okara,BS Chemistry,2022,19883,Yes,Low-standard Job
University of Okara,BS Chemistry,2022,8798,No,Higher Studies
University of Okara,BS Chemistry,2022,37347,Yes,High-standard Job
University of Okara,BS Chemistry,2022,50390,No,Business Owner
University of Okara,BS Chemistry,2022,24742,Yes,Freelancer
University of Okara,BS Chemistry,2023,8000,No,Higher Studies
University of Okara,BS Chemistry,2023,9928,No,Higher Studies
University of Okara,BS Chemistry,2023,8000,No,Low-standard Job
University of Okara,BS Chemistry,2023,8000,No,Unemployed
University of Okara,BS Chemistry,2023,15163,Yes,Higher Studies
University of Okara,BS Chemistry,2023,9052,No,Higher Studies
University of Okara,BS Chemistry,2023,27397,No,Low-standard Job
University of Okara,BS Chemistry,2023,15748,No,Government Job
University of Okara,BS Chemistry,2023,53953,No,Freelancer
University of Okara,BS Chemistry,2023,8000,No,Higher Studies
University of Okara,BS Chemistry,2023,43628,No,Freelancer
University of Okara,BS Chemistry,2023,8216,No,Higher Studies
University of Okara,BS Chemistry,2023,17399,Yes,Higher Studies
University of Okara,BS Chemistry,2023,20165,No,Low-standard Job
University of Okara,BS Chemistry,2023,31199,No,High-standard Job
University of Okara,BS Chemistry,2023,24659,No,Low-standard Job
University of Okara,BS Chemistry,2023,22357,Yes,Low-standard Job
University of Okara,BS Chemistry,2023,18971,Yes,Higher Studies
University of Okara,BS Chemistry,2023,11814,No,Higher Studies
University of Okara,BS Chemistry,2023,33019,Yes,Government Job
University of Okara,BS Chemistry,2023,31957,No,Business Owner
University of Okara,BS Chemistry,2023,8000,Yes,Unemployed
University of Okara,BS Chemistry,2023,9768,No,Higher Studies
University of Okara,BS Chemistry,2023,14580,Yes,Higher Studies
University of Okara,BS Chemistry,2023,17779,No,Low-standard Job
University of Okara,BS Chemistry,2023,8000,No,Higher Studies
University of Okara,BS Chemistry,2023,25326,No,Government Job
University of Okara,BS Chemistry,2023,17685,No,Low-standard Job
University of Okara,BS Chemistry,2023,14559,No,Low-standard Job
University of Okara,BS Chemistry,2024,8000,No,Unemployed
University of Okara,BS Chemistry,2024,9267,No,Higher Studies
University of Okara,BS Chemistry,2024,23531,No,High-standard Job
University of Okara,BS Chemistry,2024,18235,No,Government Job
University of Okara,BS Chemistry,2024,28311,Yes,Freelancer
University of Okara,BS Chemistry,2024,15608,No,Higher Studies
University of Okara,BS Chemistry,2024,16954,No,Higher Studies
University of Okara,BS Chemistry,2024,8000,No,Unemployed
University of Okara,BS Chemistry,2024,83421,No,High-standard Job
University of Okara,BS Chemistry,2024,9882,Yes,Higher Studies
University of Okara,BS Chemistry,2024,31242,No,Business Owner
University of Okara,BS Chemistry,2024,8000,Yes,Unemployed
University of Okara,BS Chemistry,2024,28429,No,Freelancer
University of Okara,BS Chemistry,2024,9640,No,Higher Studies
University of Okara,BS Chemistry,2024,28764,No,Government Job
University of Okara,BS Chemistry,2024,42054,No,High-standard Job
University of Okara,BS Chemistry,2024,8853,No,Higher Studies
University of Okara,BS Chemistry,2024,8000,No,Higher Studies
University of Okara,BS Chemistry,2024,8000,No,Higher Studies
University of Okara,BS Chemistry,2024,8000,No,Unemployed
University of Okara,BS Chemistry,2024,24818,No,High-standard Job
University of Okara,BS Chemistry,2024,49622,No,High-standard Job
University of Okara,BS Chemistry,2024,40214,No,Low-standard Job
University of Okara,BS Chemistry,2024,11118,No,Low-standard Job
University of Okara,BS Chemistry,2024,64732,No,High-standard Job
